Dataset,Mixture Label,CID_1,CID_2,CID_3,CID_4,CID_5,CID_6,CID_7,CID_8,CID_9,CID_10,CID_11,CID_12,CID_13,CID_14,CID_15,CID_16,CID_17,CID_18,CID_19,CID_20,CID_21,CID_22,CID_23,CID_24,CID_25,CID_26,CID_27,CID_28,CID_29,CID_30,CID_31,CID_32,CID_33,CID_34,CID_35,CID_36,CID_37,CID_38,CID_39,CID_40,CID_41,CID_42,CID_43,CID_44
Snitz 1,2014,307,323.0,957.0,2758.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7600.0,7762.0,7770.0,7888.0,8030.0,8103.0,8635.0,8892.0,10430.0,10722.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,91497.0,443158.0,5283349.0,,,,,,,,,,,,,
Snitz 1,2015,307,323.0,957.0,3314.0,5634.0,6054.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7600.0,7762.0,7770.0,7888.0,8030.0,8103.0,8635.0,8892.0,10430.0,10722.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,91497.0,443158.0,5283349.0,,,,,,,,,,,,,
Snitz 1,2016,307,323.0,957.0,3314.0,5634.0,6501.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7600.0,7762.0,7770.0,7888.0,8030.0,8103.0,8635.0,8892.0,10430.0,10722.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,91497.0,443158.0,5283349.0,,,,,,,,,,,,,
Snitz 1,2017,307,323.0,957.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7600.0,7632.0,7762.0,7770.0,7888.0,8030.0,8103.0,8635.0,8892.0,10430.0,10722.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,91497.0,443158.0,5283349.0,,,,,,,,,,,,,
Snitz 1,2018,307,323.0,957.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7600.0,7685.0,7762.0,7770.0,7888.0,8030.0,8103.0,8635.0,8892.0,10430.0,10722.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,91497.0,443158.0,5283349.0,,,,,,,,,,,,,
Snitz 1,2019,307,323.0,957.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7600.0,7762.0,7770.0,7888.0,8030.0,8103.0,8129.0,8635.0,8892.0,10430.0,10722.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,91497.0,443158.0,5283349.0,,,,,,,,,,,,,
Snitz 1,2020,307,323.0,957.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7600.0,7762.0,7770.0,7888.0,8030.0,8103.0,8635.0,8797.0,8892.0,10430.0,10722.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,91497.0,443158.0,5283349.0,,,,,,,,,,,,,
Snitz 1,2021,307,323.0,957.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7600.0,7762.0,7770.0,7888.0,8030.0,8103.0,8635.0,8892.0,10430.0,10722.0,10821.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,91497.0,443158.0,5283349.0,,,,,,,,,,,,,
Snitz 1,2022,307,323.0,957.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7600.0,7762.0,7770.0,7888.0,8030.0,8103.0,8635.0,8892.0,10430.0,10722.0,11002.0,14286.0,16666.0,18827.0,20859.0,26331.0,31276.0,91497.0,443158.0,5283349.0,,,,,,,,,,,,,
Snitz 1,2023,307,323.0,957.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7600.0,7762.0,7770.0,7888.0,8030.0,8103.0,8635.0,8892.0,10430.0,10722.0,11002.0,14286.0,16666.0,18827.0,22201.0,26331.0,31276.0,91497.0,443158.0,5283349.0,,,,,,,,,,,,,
Snitz 1,2024,307,323.0,957.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7600.0,7762.0,7770.0,7888.0,8030.0,8103.0,8635.0,8892.0,10430.0,10722.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,61016.0,91497.0,443158.0,5283349.0,,,,,,,,,,,,,
Snitz 1,2025,307,323.0,957.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7600.0,7762.0,7770.0,7888.0,8030.0,8103.0,8635.0,8892.0,10430.0,10722.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,61138.0,91497.0,443158.0,5283349.0,,,,,,,,,,,,,
Snitz 1,2026,307,323.0,957.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7600.0,7762.0,7770.0,7888.0,8030.0,8103.0,8635.0,8892.0,10430.0,10722.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,62336.0,91497.0,443158.0,5283349.0,,,,,,,,,,,,,
Snitz 1,2027,307,323.0,957.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7600.0,7762.0,7770.0,7888.0,8030.0,8103.0,8635.0,8892.0,10430.0,10722.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,91497.0,443158.0,5281168.0,5283349.0,,,,,,,,,,,,,
Snitz 1,2028,307,323.0,957.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7600.0,7762.0,7770.0,7888.0,8030.0,8103.0,8635.0,8892.0,10430.0,10722.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,91497.0,443158.0,5283349.0,6259976.0,,,,,,,,,,,,,
Snitz 1,2029,264,307.0,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2030,264,323.0,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2031,264,460.0,798.0,957.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2032,264,460.0,798.0,1140.0,1183.0,2758.0,2879.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2033,264,460.0,798.0,1140.0,1183.0,2758.0,3314.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2034,264,460.0,798.0,1140.0,1183.0,2758.0,5634.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2035,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,6736.0,7632.0,7685.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2036,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,6982.0,7632.0,7685.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2037,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,6989.0,7632.0,7685.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2038,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7059.0,7632.0,7685.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2039,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7363.0,7632.0,7685.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2040,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7519.0,7632.0,7685.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2041,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7583.0,7632.0,7685.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2042,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7600.0,7632.0,7685.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2043,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,7710.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2044,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,7731.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2045,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,7762.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2046,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,7770.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2047,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,7888.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2048,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,7921.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2049,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,7991.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2050,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8030.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2051,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8103.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2052,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8118.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2053,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8129.0,8635.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2054,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,8892.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2055,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,8918.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2056,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,10430.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2057,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,10722.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2058,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,10821.0,10890.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2059,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,10821.0,11002.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2060,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,10821.0,14286.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2061,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,10821.0,16666.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2062,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,10821.0,18827.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2063,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,10821.0,20859.0,22201.0,26331.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2064,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,10821.0,20859.0,22201.0,31276.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2065,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,62444.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2066,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,91497.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2067,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,443158.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2068,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,5283349.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2069,264,307.0,323.0,957.0,2879.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7583.0,7600.0,7710.0,7731.0,7762.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8635.0,8892.0,8918.0,10430.0,10722.0,10890.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,62444.0,91497.0,443158.0,5283349.0,,,
Snitz 1,2070,307,323.0,460.0,957.0,2879.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7583.0,7600.0,7710.0,7731.0,7762.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8635.0,8892.0,8918.0,10430.0,10722.0,10890.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,62444.0,91497.0,443158.0,5283349.0,,,
Snitz 1,2071,307,323.0,798.0,957.0,2879.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7583.0,7600.0,7710.0,7731.0,7762.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8635.0,8892.0,8918.0,10430.0,10722.0,10890.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,62444.0,91497.0,443158.0,5283349.0,,,
Snitz 1,2072,307,323.0,957.0,1140.0,2879.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7583.0,7600.0,7710.0,7731.0,7762.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8635.0,8892.0,8918.0,10430.0,10722.0,10890.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,62444.0,91497.0,443158.0,5283349.0,,,
Snitz 1,2073,307,323.0,957.0,1183.0,2879.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7583.0,7600.0,7710.0,7731.0,7762.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8635.0,8892.0,8918.0,10430.0,10722.0,10890.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,62444.0,91497.0,443158.0,5283349.0,,,
Snitz 1,2074,307,323.0,957.0,2758.0,2879.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7583.0,7600.0,7710.0,7731.0,7762.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8635.0,8892.0,8918.0,10430.0,10722.0,10890.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,62444.0,91497.0,443158.0,5283349.0,,,
Snitz 1,2075,307,323.0,957.0,2879.0,3314.0,5634.0,6054.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7583.0,7600.0,7710.0,7731.0,7762.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8635.0,8892.0,8918.0,10430.0,10722.0,10890.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,62444.0,91497.0,443158.0,5283349.0,,,
Snitz 1,2076,307,323.0,957.0,2879.0,3314.0,5634.0,6501.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7583.0,7600.0,7710.0,7731.0,7762.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8635.0,8892.0,8918.0,10430.0,10722.0,10890.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,62444.0,91497.0,443158.0,5283349.0,,,
Snitz 1,2077,307,323.0,957.0,2879.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7583.0,7600.0,7632.0,7710.0,7731.0,7762.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8635.0,8892.0,8918.0,10430.0,10722.0,10890.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,62444.0,91497.0,443158.0,5283349.0,,,
Snitz 1,2078,307,323.0,957.0,2879.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7583.0,7600.0,7685.0,7710.0,7731.0,7762.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8635.0,8892.0,8918.0,10430.0,10722.0,10890.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,62444.0,91497.0,443158.0,5283349.0,,,
Snitz 1,2079,307,323.0,957.0,2879.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7583.0,7600.0,7710.0,7731.0,7762.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8129.0,8635.0,8892.0,8918.0,10430.0,10722.0,10890.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,62444.0,91497.0,443158.0,5283349.0,,,
Snitz 1,2080,307,323.0,957.0,2879.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7583.0,7600.0,7710.0,7731.0,7762.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8635.0,8797.0,8892.0,8918.0,10430.0,10722.0,10890.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,62444.0,91497.0,443158.0,5283349.0,,,
Snitz 1,2081,307,323.0,957.0,2879.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7583.0,7600.0,7710.0,7731.0,7762.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8635.0,8892.0,8918.0,10430.0,10722.0,10821.0,10890.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,62444.0,91497.0,443158.0,5283349.0,,,
Snitz 1,2082,307,323.0,957.0,2879.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7583.0,7600.0,7710.0,7731.0,7762.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8635.0,8892.0,8918.0,10430.0,10722.0,10890.0,11002.0,14286.0,16666.0,18827.0,20859.0,26331.0,31276.0,62444.0,91497.0,443158.0,5283349.0,,,
Snitz 1,2083,307,323.0,957.0,2879.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7583.0,7600.0,7710.0,7731.0,7762.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8635.0,8892.0,8918.0,10430.0,10722.0,10890.0,11002.0,14286.0,16666.0,18827.0,22201.0,26331.0,31276.0,62444.0,91497.0,443158.0,5283349.0,,,
Snitz 1,2084,307,323.0,957.0,2879.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7583.0,7600.0,7710.0,7731.0,7762.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8635.0,8892.0,8918.0,10430.0,10722.0,10890.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,61016.0,62444.0,91497.0,443158.0,5283349.0,,,
Snitz 1,2085,307,323.0,957.0,2879.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7583.0,7600.0,7710.0,7731.0,7762.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8635.0,8892.0,8918.0,10430.0,10722.0,10890.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,61138.0,62444.0,91497.0,443158.0,5283349.0,,,
Snitz 1,2086,307,323.0,957.0,2879.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7583.0,7600.0,7710.0,7731.0,7762.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8635.0,8892.0,8918.0,10430.0,10722.0,10890.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,62336.0,62444.0,91497.0,443158.0,5283349.0,,,
Snitz 1,2087,307,323.0,957.0,2879.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7583.0,7600.0,7710.0,7731.0,7762.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8635.0,8892.0,8918.0,10430.0,10722.0,10890.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,62444.0,91497.0,443158.0,5281168.0,5283349.0,,,
Snitz 1,2088,307,323.0,957.0,2879.0,3314.0,5634.0,6736.0,6982.0,6989.0,7059.0,7363.0,7519.0,7583.0,7600.0,7710.0,7731.0,7762.0,7770.0,7888.0,7921.0,7991.0,8030.0,8103.0,8118.0,8635.0,8892.0,8918.0,10430.0,10722.0,10890.0,11002.0,14286.0,16666.0,18827.0,26331.0,31276.0,62444.0,91497.0,443158.0,5283349.0,6259976.0,,,
Snitz 1,2089,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7059.0,7632.0,7685.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2090,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,7731.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2091,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,7888.0,8129.0,8797.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2092,264,460.0,798.0,1140.0,1183.0,2758.0,6054.0,6501.0,7632.0,7685.0,8129.0,8797.0,8892.0,10821.0,20859.0,22201.0,61016.0,61138.0,62336.0,5281168.0,6259976.0,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2093,264,7059.0,7731.0,7888.0,8892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2094,460,7059.0,7731.0,7888.0,8892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2095,798,7059.0,7731.0,7888.0,8892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2096,1140,7059.0,7731.0,7888.0,8892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2097,1183,7059.0,7731.0,7888.0,8892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2098,2758,7059.0,7731.0,7888.0,8892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2099,6054,7059.0,7731.0,7888.0,8892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2100,6501,7059.0,7731.0,7888.0,8892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2101,7059,7632.0,7731.0,7888.0,8892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2102,7059,7685.0,7731.0,7888.0,8892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2103,7059,7731.0,7888.0,8129.0,8892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2104,7059,7731.0,7888.0,8797.0,8892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,2105,7059,7731.0,7888.0,8892.0,10821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
